,Data
14757,0.091
14758,0.036
14759,-0.021
14760,-0.077
14761,-0.128
14762,-0.17
14763,-0.2
14764,-0.216
14765,-0.217
14766,-0.201
14767,-0.172
14768,-0.13
14769,-0.081
14770,-0.028
14771,0.023
14772,0.068
14773,0.103
14774,0.127
14775,0.137
14776,0.136
14777,0.124
14778,0.105
14779,0.083
14780,0.062
14781,0.044
14782,0.031
14783,0.023
14784,0.018
14785,0.014
14786,0.006
14787,-0.007
14788,-0.026
14789,-0.051
14790,-0.08
14791,-0.111
14792,-0.139
14793,-0.163
14794,-0.178
14795,-0.183
14796,-0.175
14797,-0.156
14798,-0.124
14799,-0.082
14800,-0.032
14801,0.021
14802,0.074
14803,0.124
14804,0.166
14805,0.198
14806,0.217
14807,0.223
14808,0.217
14809,0.201
14810,0.177
14811,0.151
14812,0.124
14813,0.097
14814,0.071
14815,0.043
14816,0.014
14817,-0.018
14818,-0.053
14819,-0.089
14820,-0.124
14821,-0.155
14822,-0.178
14823,-0.192
14824,-0.195
14825,-0.188
14826,-0.17
14827,-0.144
14828,-0.109
14829,-0.069
14830,-0.024
14831,0.023
14832,0.068
14833,0.109
14834,0.14
14835,0.157
14836,0.157
14837,0.139
14838,0.103
14839,0.051
14840,-0.013
14841,-0.081
14842,-0.147
14843,-0.202
14844,-0.238
14845,-0.249
14846,-0.23
14847,-0.181
14848,-0.105
14849,-0.008
14850,0.099
14851,0.206
14852,0.3
14853,0.37
14854,0.407
14855,0.407
14856,0.37
14857,0.299
14858,0.2
14859,0.085
14860,-0.035
14861,-0.149
14862,-0.247
14863,-0.318
14864,-0.357
14865,-0.363
14866,-0.337
14867,-0.285
14868,-0.214
14869,-0.134
14870,-0.053
14871,0.02
14872,0.078
14873,0.119
14874,0.139
14875,0.141
14876,0.128
14877,0.106
14878,0.079
14879,0.055
14880,0.039
14881,0.034
14882,0.039
14883,0.054
14884,0.074
14885,0.095
14886,0.112
14887,0.121
14888,0.119
14889,0.102
14890,0.071
14891,0.028
14892,-0.024
14893,-0.079
14894,-0.131
14895,-0.175
14896,-0.205
14897,-0.219
14898,-0.217
14899,-0.2
14900,-0.171
14901,-0.134
14902,-0.092
14903,-0.051
14904,-0.014
14905,0.015
14906,0.034
14907,0.044
14908,0.047
14909,0.047
14910,0.047
14911,0.053
14912,0.067
14913,0.089
14914,0.118
14915,0.148
14916,0.177
14917,0.197
14918,0.205
14919,0.197
14920,0.172
14921,0.132
14922,0.081
14923,0.024
14924,-0.031
14925,-0.079
14926,-0.116
14927,-0.139
14928,-0.147
14929,-0.143
14930,-0.131
14931,-0.113
14932,-0.096
14933,-0.081
14934,-0.071
14935,-0.066
14936,-0.065
14937,-0.066
14938,-0.066
14939,-0.063
14940,-0.053
14941,-0.036
14942,-0.011
14943,0.019
14944,0.052
14945,0.082
14946,0.106
14947,0.122
14948,0.127
14949,0.123
14950,0.109
14951,0.087
14952,0.06
14953,0.029
14954,-0.003
14955,-0.032
14956,-0.057
14957,-0.077
14958,-0.089
14959,-0.095
14960,-0.095
14961,-0.091
14962,-0.085
14963,-0.077
14964,-0.069
14965,-0.059
14966,-0.045
14967,-0.027
14968,-0.004
14969,0.025
14970,0.06
14971,0.098
14972,0.137
14973,0.174
14974,0.204
14975,0.22
14976,0.219
14977,0.199
14978,0.158
14979,0.099
14980,0.027
14981,-0.051
14982,-0.126
14983,-0.191
14984,-0.236
14985,-0.257
14986,-0.252
14987,-0.223
14988,-0.174
14989,-0.114
14990,-0.052
14991,0.002
14992,0.042
14993,0.063
14994,0.065
14995,0.051
14996,0.026
14997,-0.003
14998,-0.031
14999,-0.049
15000,-0.056
15001,-0.046
15002,-0.021
15003,0.017
15004,0.064
15005,0.114
15006,0.16
15007,0.195
15008,0.212
15009,0.207
15010,0.18
15011,0.133
15012,0.073
15013,0.006
15014,-0.058
15015,-0.111
15016,-0.146
15017,-0.162
15018,-0.156
15019,-0.131
15020,-0.092
15021,-0.044
15022,0.006
15023,0.051
15024,0.086
15025,0.104
15026,0.104
15027,0.086
15028,0.052
15029,0.008
15030,-0.042
15031,-0.09
15032,-0.131
15033,-0.16
15034,-0.172
15035,-0.167
15036,-0.145
15037,-0.108
15038,-0.062
15039,-0.01
15040,0.041
15041,0.083
15042,0.113
15043,0.126
15044,0.122
15045,0.101
15046,0.066
15047,0.023
15048,-0.023
15049,-0.065
15050,-0.096
15051,-0.112
15052,-0.111
15053,-0.092
15054,-0.057
15055,-0.011
15056,0.041
15057,0.093
15058,0.139
15059,0.175
15060,0.198
15061,0.206
15062,0.199
15063,0.181
15064,0.153
15065,0.119
15066,0.082
15067,0.043
15068,0.004
15069,-0.034
15070,-0.071
15071,-0.105
15072,-0.135
15073,-0.159
15074,-0.174
15075,-0.177
15076,-0.167
15077,-0.144
15078,-0.11
15079,-0.068
15080,-0.024
15081,0.014
15082,0.042
15083,0.055
15084,0.05
15085,0.028
15086,-0.008
15087,-0.051
15088,-0.095
15089,-0.133
15090,-0.157
15091,-0.163
15092,-0.149
15093,-0.115
15094,-0.066
15095,-0.007
15096,0.054
15097,0.11
15098,0.155
15099,0.183
15100,0.194
15101,0.187
15102,0.166
15103,0.135
15104,0.101
15105,0.071
15106,0.049
15107,0.04
15108,0.046
15109,0.062
15110,0.087
15111,0.113
15112,0.134
15113,0.142
15114,0.133
15115,0.102
15116,0.05
15117,-0.02
15118,-0.102
15119,-0.187
15120,-0.265
15121,-0.326
15122,-0.362
15123,-0.367
15124,-0.339
15125,-0.28
15126,-0.195
15127,-0.094
15128,0.013
15129,0.114
15130,0.2
15131,0.262
15132,0.296
15133,0.299
15134,0.273
15135,0.223
15136,0.154
15137,0.076
15138,-0.003
15139,-0.075
15140,-0.133
15141,-0.172
15142,-0.19
15143,-0.186
15144,-0.161
15145,-0.12
15146,-0.066
15147,-0.008
15148,0.049
15149,0.097
15150,0.13
15151,0.144
15152,0.135
15153,0.106
15154,0.059
15155,0.002
15156,-0.056
15157,-0.107
15158,-0.143
15159,-0.155
15160,-0.142
15161,-0.103
15162,-0.043
15163,0.03
15164,0.106
15165,0.175
15166,0.225
15167,0.251
15168,0.248
15169,0.216
15170,0.159
15171,0.086
15172,0.003
15173,-0.079
15174,-0.151
15175,-0.207
15176,-0.24
15177,-0.248
15178,-0.231
15179,-0.193
15180,-0.139
15181,-0.076
15182,-0.015
15183,0.039
15184,0.078
15185,0.101
15186,0.107
15187,0.1
15188,0.086
15189,0.069
15190,0.054
15191,0.044
15192,0.038
15193,0.033
15194,0.026
15195,0.014
15196,-0.003
15197,-0.025
15198,-0.05
15199,-0.074
15200,-0.094
15201,-0.105
15202,-0.104
15203,-0.092
15204,-0.069
15205,-0.038
15206,-0.006
15207,0.024
15208,0.046
15209,0.058
15210,0.059
15211,0.05
15212,0.034
15213,0.016
15214,-0.001
15215,-0.011
15216,-0.012
15217,-0.003
15218,0.017
15219,0.045
15220,0.079
15221,0.115
15222,0.148
15223,0.176
15224,0.196
15225,0.203
15226,0.197
15227,0.176
15228,0.138
15229,0.086
15230,0.021
15231,-0.051
15232,-0.123
15233,-0.189
15234,-0.242
15235,-0.279
15236,-0.298
15237,-0.298
15238,-0.281
15239,-0.252
15240,-0.216
15241,-0.175
15242,-0.135
15243,-0.096
15244,-0.06
15245,-0.025
15246,0.01
15247,0.046
15248,0.081
15249,0.114
15250,0.142
15251,0.162
15252,0.171
15253,0.169
15254,0.157
15255,0.136
15256,0.111
15257,0.085
15258,0.061
15259,0.043
15260,0.031
15261,0.027
15262,0.031
15263,0.043
15264,0.061
15265,0.084
15266,0.108
15267,0.129
15268,0.144
15269,0.148
15270,0.141
15271,0.119
15272,0.086
15273,0.041
15274,-0.011
15275,-0.067
15276,-0.124
15277,-0.177
15278,-0.222
15279,-0.258
15280,-0.28
15281,-0.288
15282,-0.282
15283,-0.262
15284,-0.23
15285,-0.19
15286,-0.144
15287,-0.096
15288,-0.049
15289,-0.005
15290,0.035
15291,0.067
15292,0.093
15293,0.11
15294,0.121
15295,0.127
15296,0.129
15297,0.13
15298,0.129
15299,0.129
15300,0.127
15301,0.125
15302,0.122
15303,0.117
15304,0.113
15305,0.107
15306,0.102
15307,0.095
15308,0.085
15309,0.072
15310,0.051
15311,0.024
15312,-0.011
15313,-0.052
15314,-0.094
15315,-0.134
15316,-0.166
15317,-0.184
15318,-0.186
15319,-0.169
15320,-0.135
15321,-0.086
15322,-0.026
15323,0.038
15324,0.1
15325,0.15
15326,0.184
15327,0.195
15328,0.181
15329,0.143
15330,0.084
15331,0.012
15332,-0.067
15333,-0.14
15334,-0.198
15335,-0.235
15336,-0.247
15337,-0.233
15338,-0.197
15339,-0.145
15340,-0.085
15341,-0.023
15342,0.033
15343,0.078
15344,0.108
15345,0.119
15346,0.11
15347,0.085
15348,0.048
15349,0.004
15350,-0.038
15351,-0.072
15352,-0.092
15353,-0.093
15354,-0.074
15355,-0.034
15356,0.02
15357,0.082
15358,0.145
15359,0.198
15360,0.235
15361,0.251
15362,0.246
15363,0.221
15364,0.18
15365,0.129
15366,0.074
15367,0.021
15368,-0.026
15369,-0.064
15370,-0.093
15371,-0.112
15372,-0.124
15373,-0.131
15374,-0.134
15375,-0.134
15376,-0.133
15377,-0.129
15378,-0.123
15379,-0.116
15380,-0.106
15381,-0.095
15382,-0.082
15383,-0.067
15384,-0.05
15385,-0.033
15386,-0.015
15387,0.002
15388,0.017
15389,0.031
15390,0.043
15391,0.054
15392,0.064
15393,0.073
15394,0.08
15395,0.086
15396,0.09
15397,0.092
15398,0.09
15399,0.084
15400,0.073
15401,0.058
15402,0.039
15403,0.017
15404,-0.006
15405,-0.028
15406,-0.046
15407,-0.058
15408,-0.064
15409,-0.061
15410,-0.052
15411,-0.039
15412,-0.025
15413,-0.012
15414,-0.004
15415,-0.004
15416,-0.013
15417,-0.03
15418,-0.051
15419,-0.074
15420,-0.092
15421,-0.102
15422,-0.1
15423,-0.081
15424,-0.046
15425,0.005
15426,0.066
15427,0.131
15428,0.191
15429,0.239
15430,0.269
15431,0.275
15432,0.256
15433,0.214
15434,0.154
15435,0.082
15436,0.004
15437,-0.071
15438,-0.138
15439,-0.192
15440,-0.23
15441,-0.251
15442,-0.254
15443,-0.241
15444,-0.214
15445,-0.176
15446,-0.131
15447,-0.084
15448,-0.04
15449,-0.003
15450,0.025
15451,0.043
15452,0.049
15453,0.047
15454,0.037
15455,0.024
15456,0.011
15457,0.002
15458,-0.0
15459,0.004
15460,0.016
15461,0.034
15462,0.057
15463,0.082
15464,0.107
15465,0.129
15466,0.146
15467,0.154
15468,0.153
15469,0.143
15470,0.126
15471,0.103
15472,0.076
15473,0.048
15474,0.018
15475,-0.013
15476,-0.042
15477,-0.071
15478,-0.097
15479,-0.12
15480,-0.139
15481,-0.153
15482,-0.161
15483,-0.159
15484,-0.15
15485,-0.131
15486,-0.104
15487,-0.071
15488,-0.034
15489,0.003
15490,0.038
15491,0.068
15492,0.09
15493,0.103
15494,0.107
15495,0.102
15496,0.09
15497,0.072
15498,0.05
15499,0.028
15500,0.007
15501,-0.009
15502,-0.019
15503,-0.022
15504,-0.017
15505,-0.008
15506,0.003
15507,0.01
15508,0.011
15509,0.001
15510,-0.021
15511,-0.053
15512,-0.093
15513,-0.133
15514,-0.17
15515,-0.194
15516,-0.202
15517,-0.187
15518,-0.149
15519,-0.088
15520,-0.008
15521,0.087
15522,0.186
15523,0.282
15524,0.363
15525,0.421
15526,0.448
15527,0.44
15528,0.395
15529,0.316
15530,0.209
15531,0.082
15532,-0.052
15533,-0.183
15534,-0.299
15535,-0.389
15536,-0.448
15537,-0.471
15538,-0.459
15539,-0.415
15540,-0.346
15541,-0.257
15542,-0.159
15543,-0.059
15544,0.034
15545,0.113
15546,0.174
15547,0.212
15548,0.228
15549,0.223
15550,0.201
15551,0.168
15552,0.13
15553,0.094
15554,0.065
15555,0.047
15556,0.043
15557,0.051
15558,0.068
15559,0.088
15560,0.103
15561,0.106
15562,0.091
15563,0.056
15564,0.002
15565,-0.066
15566,-0.139
15567,-0.206
15568,-0.257
15569,-0.285
15570,-0.283
15571,-0.254
15572,-0.2
15573,-0.129
15574,-0.05
15575,0.028
15576,0.097
15577,0.149
15578,0.181
15579,0.193
15580,0.186
15581,0.164
15582,0.132
15583,0.095
15584,0.059
15585,0.029
15586,0.009
15587,-0.0
15588,0.002
15589,0.013
15590,0.03
15591,0.049
15592,0.066
15593,0.078
15594,0.082
15595,0.078
15596,0.067
15597,0.047
15598,0.023
15599,-0.005
15600,-0.034
15601,-0.061
15602,-0.085
15603,-0.106
15604,-0.124
15605,-0.139
15606,-0.153
15607,-0.165
15608,-0.176
15609,-0.183
15610,-0.185
15611,-0.179
15612,-0.165
15613,-0.14
15614,-0.106
15615,-0.063
15616,-0.014
15617,0.035
15618,0.08
15619,0.116
15620,0.141
15621,0.154
15622,0.154
15623,0.146
15624,0.132
15625,0.117
15626,0.104
15627,0.098
15628,0.098
15629,0.105
15630,0.116
15631,0.128
15632,0.137
15633,0.138
15634,0.131
15635,0.113
15636,0.089
15637,0.059
15638,0.028
15639,-0.001
15640,-0.027
15641,-0.049
15642,-0.066
15643,-0.08
15644,-0.092
15645,-0.103
15646,-0.115
15647,-0.129
15648,-0.144
15649,-0.159
15650,-0.173
15651,-0.183
15652,-0.188
15653,-0.187
15654,-0.179
15655,-0.163
15656,-0.14
15657,-0.111
15658,-0.077
15659,-0.037
15660,0.005
15661,0.049
15662,0.092
15663,0.132
15664,0.164
15665,0.187
15666,0.199
15667,0.2
15668,0.191
15669,0.172
15670,0.147
15671,0.117
15672,0.086
15673,0.055
15674,0.027
15675,0.003
15676,-0.016
15677,-0.031
15678,-0.04
15679,-0.046
15680,-0.049
15681,-0.05
15682,-0.051
15683,-0.052
15684,-0.054
15685,-0.058
15686,-0.063
15687,-0.068
15688,-0.072
15689,-0.071
15690,-0.065
15691,-0.051
15692,-0.03
15693,-0.002
15694,0.031
15695,0.066
15696,0.098
15697,0.124
15698,0.14
15699,0.142
15700,0.131
15701,0.108
15702,0.074
15703,0.035
15704,-0.005
15705,-0.044
15706,-0.076
15707,-0.101
15708,-0.117
15709,-0.125
15710,-0.127
15711,-0.125
15712,-0.123
15713,-0.12
15714,-0.118
15715,-0.116
15716,-0.111
15717,-0.099
15718,-0.079
15719,-0.05
15720,-0.013
15721,0.031
15722,0.076
15723,0.12
15724,0.158
15725,0.188
15726,0.206
15727,0.21
15728,0.198
15729,0.172
15730,0.135
15731,0.09
15732,0.042
15733,-0.005
15734,-0.048
15735,-0.084
15736,-0.113
15737,-0.133
15738,-0.144
15739,-0.146
15740,-0.138
15741,-0.12
15742,-0.094
15743,-0.062
15744,-0.027
15745,0.008
15746,0.04
15747,0.066
15748,0.083
15749,0.09
15750,0.087
15751,0.077
15752,0.06
15753,0.041
15754,0.023
15755,0.007
15756,-0.004
15757,-0.01
15758,-0.014
15759,-0.015
15760,-0.015
15761,-0.014
15762,-0.012
15763,-0.009
15764,-0.006
15765,-0.002
15766,0.002
15767,0.004
15768,0.004
15769,0.003
15770,0.001
15771,-0.003
15772,-0.007
15773,-0.011
15774,-0.016
15775,-0.021
15776,-0.028
15777,-0.036
15778,-0.044
15779,-0.051
15780,-0.054
15781,-0.051
15782,-0.04
15783,-0.022
15784,-0.0
15785,0.022
15786,0.04
15787,0.049
15788,0.046
15789,0.03
15790,0.003
15791,-0.03
15792,-0.063
15793,-0.091
15794,-0.107
15795,-0.108
15796,-0.092
15797,-0.06
15798,-0.017
15799,0.035
15800,0.089
15801,0.139
15802,0.181
15803,0.211
15804,0.225
15805,0.224
15806,0.206
15807,0.173
15808,0.128
15809,0.074
15810,0.016
15811,-0.04
15812,-0.09
15813,-0.127
15814,-0.15
15815,-0.156
15816,-0.145
15817,-0.121
15818,-0.087
15819,-0.05
15820,-0.015
15821,0.011
15822,0.027
15823,0.03
15824,0.022
15825,0.005
15826,-0.019
15827,-0.047
15828,-0.075
15829,-0.102
15830,-0.124
15831,-0.141
15832,-0.151
15833,-0.154
15834,-0.15
15835,-0.136
15836,-0.114
15837,-0.084
15838,-0.049
15839,-0.011
15840,0.028
15841,0.064
15842,0.097
15843,0.126
15844,0.15
15845,0.17
15846,0.186
15847,0.199
15848,0.208
15849,0.214
15850,0.215
15851,0.208
15852,0.193
15853,0.168
15854,0.133
15855,0.089
15856,0.039
15857,-0.015
15858,-0.067
15859,-0.113
15860,-0.149
15861,-0.173
15862,-0.184
15863,-0.181
15864,-0.166
15865,-0.141
15866,-0.109
15867,-0.075
15868,-0.043
15869,-0.017
15870,0.0
15871,0.008
15872,0.007
15873,-0.001
15874,-0.012
15875,-0.022
15876,-0.03
15877,-0.033
15878,-0.031
15879,-0.026
15880,-0.019
15881,-0.014
15882,-0.011
15883,-0.014
15884,-0.021
15885,-0.033
15886,-0.048
15887,-0.064
15888,-0.077
15889,-0.083
15890,-0.081
15891,-0.067
15892,-0.041
15893,-0.005
15894,0.038
15895,0.082
15896,0.122
15897,0.154
15898,0.177
15899,0.19
15900,0.194
15901,0.192
15902,0.185
15903,0.175
15904,0.163
15905,0.148
15906,0.13
15907,0.107
15908,0.08
15909,0.049
15910,0.013
15911,-0.025
15912,-0.064
15913,-0.103
15914,-0.14
15915,-0.174
15916,-0.203
15917,-0.226
15918,-0.241
15919,-0.246
15920,-0.24
15921,-0.222
15922,-0.192
15923,-0.152
15924,-0.105
15925,-0.056
15926,-0.009
15927,0.034
15928,0.07
15929,0.096
15930,0.112
15931,0.118
15932,0.112
15933,0.096
15934,0.071
15935,0.039
15936,0.003
15937,-0.032
15938,-0.062
15939,-0.083
15940,-0.091
15941,-0.083
15942,-0.058
15943,-0.018
15944,0.035
15945,0.095
15946,0.159
15947,0.22
15948,0.272
15949,0.312
15950,0.334
15951,0.335
15952,0.312
15953,0.267
15954,0.2
15955,0.116
15956,0.02
15957,-0.08
15958,-0.178
15959,-0.267
15960,-0.34
15961,-0.392
15962,-0.419
15963,-0.42
15964,-0.395
15965,-0.345
15966,-0.274
15967,-0.185
15968,-0.086
15969,0.019
15970,0.121
15971,0.214
15972,0.289
15973,0.338
15974,0.356
15975,0.34
15976,0.29
15977,0.213
15978,0.117
15979,0.011
15980,-0.091
15981,-0.181
15982,-0.249
15983,-0.289
15984,-0.299
15985,-0.28
15986,-0.235
15987,-0.17
15988,-0.093
15989,-0.012
15990,0.066
15991,0.131
15992,0.179
15993,0.207
15994,0.214
15995,0.202
15996,0.176
15997,0.138
15998,0.095
15999,0.05
16000,0.006
16001,-0.034
16002,-0.068
16003,-0.093
16004,-0.11
16005,-0.117
16006,-0.115
16007,-0.104
16008,-0.085
16009,-0.06
16010,-0.028
16011,0.009
16012,0.05
16013,0.093
16014,0.134
16015,0.17
16016,0.198
16017,0.215
16018,0.217
16019,0.204
16020,0.176
16021,0.135
16022,0.081
16023,0.019
16024,-0.046
16025,-0.111
16026,-0.171
16027,-0.221
16028,-0.259
16029,-0.283
16030,-0.294
16031,-0.291
16032,-0.276
16033,-0.252
16034,-0.22
16035,-0.182
16036,-0.14
16037,-0.095
16038,-0.047
16039,0.003
16040,0.055
16041,0.109
16042,0.163
16043,0.215
16044,0.26
16045,0.293
16046,0.31
16047,0.308
16048,0.285
16049,0.241
16050,0.179
16051,0.105
16052,0.025
16053,-0.051
16054,-0.115
16055,-0.16
16056,-0.178
16057,-0.168
16058,-0.132
16059,-0.076
16060,-0.008
16061,0.059
16062,0.115
16063,0.151
16064,0.16
16065,0.141
16066,0.098
16067,0.037
16068,-0.034
16069,-0.105
16070,-0.166
16071,-0.211
16072,-0.234
16073,-0.235
16074,-0.216
16075,-0.181
16076,-0.136
16077,-0.087
16078,-0.043
16079,-0.008
16080,0.015
16081,0.023
16082,0.018
16083,0.004
16084,-0.013
16085,-0.026
16086,-0.028
16087,-0.016
16088,0.013
16089,0.058
16090,0.113
16091,0.173
16092,0.23
16093,0.275
16094,0.301
16095,0.302
16096,0.274
16097,0.218
16098,0.138
16099,0.041
16100,-0.063
16101,-0.161
16102,-0.243
16103,-0.3
16104,-0.324
16105,-0.316
16106,-0.276
16107,-0.21
16108,-0.128
16109,-0.037
16110,0.052
16111,0.131
16112,0.192
16113,0.231
16114,0.245
16115,0.233
16116,0.199
16117,0.147
16118,0.086
16119,0.022
16120,-0.039
16121,-0.091
16122,-0.131
16123,-0.158
16124,-0.173
16125,-0.177
16126,-0.171
16127,-0.157
16128,-0.137
16129,-0.114
16130,-0.09
16131,-0.066
16132,-0.042
16133,-0.018
16134,0.005
16135,0.029
16136,0.054
16137,0.078
16138,0.101
16139,0.122
16140,0.138
16141,0.148
16142,0.147
16143,0.135
16144,0.112
16145,0.078
16146,0.038
16147,-0.004
16148,-0.042
16149,-0.071
16150,-0.088
16151,-0.091
16152,-0.081
16153,-0.061
16154,-0.034
16155,-0.005
16156,0.023
16157,0.046
16158,0.06
16159,0.065
16160,0.06
16161,0.047
16162,0.028
16163,0.006
16164,-0.015
16165,-0.032
16166,-0.043
16167,-0.047
16168,-0.046
16169,-0.042
16170,-0.036
16171,-0.031
16172,-0.026
16173,-0.023
16174,-0.021
16175,-0.02
16176,-0.019
16177,-0.018
16178,-0.017
16179,-0.014
16180,-0.009
16181,-0.001
16182,0.007
16183,0.015
16184,0.021
16185,0.023
16186,0.02
16187,0.013
16188,0.003
16189,-0.009
16190,-0.017
16191,-0.021
16192,-0.018
16193,-0.007
16194,0.011
16195,0.034
16196,0.058
16197,0.08
16198,0.095
16199,0.1
16200,0.093
16201,0.074
16202,0.044
16203,0.005
16204,-0.04
16205,-0.087
16206,-0.131
16207,-0.165
16208,-0.186
16209,-0.189
16210,-0.171
16211,-0.133
16212,-0.077
16213,-0.006
16214,0.074
16215,0.155
16216,0.229
16217,0.287
16218,0.319
16219,0.32
16220,0.287
16221,0.222
16222,0.13
16223,0.02
16224,-0.096
16225,-0.205
16226,-0.295
16227,-0.357
16228,-0.384
16229,-0.374
16230,-0.329
16231,-0.255
16232,-0.161
16233,-0.057
16234,0.045
16235,0.133
16236,0.198
16237,0.235
16238,0.24
16239,0.215
16240,0.166
16241,0.101
16242,0.031
16243,-0.033
16244,-0.08
16245,-0.104
16246,-0.101
16247,-0.072
16248,-0.023
16249,0.039
16250,0.102
16251,0.158
16252,0.197
16253,0.213
16254,0.205
16255,0.172
16256,0.118
16257,0.051
16258,-0.022
16259,-0.093
16260,-0.153
16261,-0.195
16262,-0.217
16263,-0.217
16264,-0.198
16265,-0.163
16266,-0.119
16267,-0.07
16268,-0.024
16269,0.016
16270,0.046
16271,0.062
16272,0.065
16273,0.055
16274,0.034
16275,0.008
16276,-0.021
16277,-0.047
16278,-0.066
16279,-0.078
16280,-0.08
16281,-0.072
16282,-0.055
16283,-0.029
16284,0.003
16285,0.042
16286,0.085
16287,0.129
16288,0.171
16289,0.206
16290,0.229
16291,0.236
16292,0.225
16293,0.195
16294,0.149
16295,0.089
16296,0.024
16297,-0.042
16298,-0.101
16299,-0.147
16300,-0.177
16301,-0.188
16302,-0.183
16303,-0.165
16304,-0.14
16305,-0.114
16306,-0.094
16307,-0.081
16308,-0.078
16309,-0.081
16310,-0.086
16311,-0.09
16312,-0.087
16313,-0.074
16314,-0.047
16315,-0.008
16316,0.039
16317,0.091
16318,0.139
16319,0.178
16320,0.201
16321,0.205
16322,0.19
16323,0.158
16324,0.113
16325,0.061
16326,0.009
16327,-0.038
16328,-0.075
16329,-0.1
16330,-0.113
16331,-0.112
16332,-0.101
16333,-0.083
16334,-0.059
16335,-0.034
16336,-0.009
16337,0.014
16338,0.033
16339,0.046
16340,0.053
16341,0.054
16342,0.049
16343,0.038
16344,0.024
16345,0.008
16346,-0.007
16347,-0.018
16348,-0.025
16349,-0.026
16350,-0.023
16351,-0.016
16352,-0.006
16353,0.002
16354,0.007
16355,0.008
16356,0.003
16357,-0.008
16358,-0.023
16359,-0.038
16360,-0.051
16361,-0.059
16362,-0.06
16363,-0.054
16364,-0.041
16365,-0.024
16366,-0.005
16367,0.013
16368,0.03
16369,0.043
16370,0.053
16371,0.06
16372,0.065
16373,0.067
16374,0.07
16375,0.072
16376,0.075
16377,0.079
16378,0.082
16379,0.082
16380,0.078
16381,0.068
16382,0.05
16383,0.024
16384,-0.008
16385,-0.046
16386,-0.088
16387,-0.13
16388,-0.171
16389,-0.205
16390,-0.229
16391,-0.239
16392,-0.23
16393,-0.203
16394,-0.158
16395,-0.099
16396,-0.03
16397,0.041
16398,0.107
16399,0.163
16400,0.205
16401,0.23
16402,0.239
16403,0.233
16404,0.213
16405,0.183
16406,0.145
16407,0.103
16408,0.058
16409,0.014
16410,-0.026
16411,-0.061
16412,-0.089
16413,-0.107
16414,-0.115
16415,-0.114
16416,-0.105
16417,-0.091
16418,-0.073
16419,-0.055
16420,-0.038
16421,-0.025
16422,-0.017
16423,-0.013
16424,-0.015
16425,-0.019
16426,-0.024
16427,-0.029
16428,-0.032
16429,-0.033
16430,-0.031
16431,-0.028
16432,-0.023
16433,-0.016
16434,-0.008
16435,0.002
16436,0.014
16437,0.028
16438,0.046
16439,0.067
16440,0.091
16441,0.114
16442,0.136
16443,0.152
16444,0.16
16445,0.157
16446,0.141
16447,0.112
16448,0.071
16449,0.021
16450,-0.034
16451,-0.09
16452,-0.141
16453,-0.183
16454,-0.212
16455,-0.226
16456,-0.224
16457,-0.208
16458,-0.18
16459,-0.143
16460,-0.101
16461,-0.058
16462,-0.018
16463,0.018
16464,0.048
16465,0.073
16466,0.093
16467,0.11
16468,0.126
16469,0.14
16470,0.155
16471,0.17
16472,0.183
16473,0.192
16474,0.194
16475,0.184
16476,0.16
16477,0.12
16478,0.065
16479,-0.003
16480,-0.077
16481,-0.15
16482,-0.213
16483,-0.26
16484,-0.285
16485,-0.286
16486,-0.262
16487,-0.218
16488,-0.158
16489,-0.089
16490,-0.019
16491,0.047
16492,0.102
16493,0.144
16494,0.169
16495,0.176
16496,0.167
16497,0.145
16498,0.113
16499,0.077
16500,0.042
16501,0.011
16502,-0.012
16503,-0.026
16504,-0.03
16505,-0.027
16506,-0.019
16507,-0.011
16508,-0.004
16509,-0.002
16510,-0.005
16511,-0.013
16512,-0.025
16513,-0.038
16514,-0.05
16515,-0.06
16516,-0.065
16517,-0.064
16518,-0.056
16519,-0.043
16520,-0.027
16521,-0.009
16522,0.008
16523,0.021
16524,0.031
16525,0.036
16526,0.039
16527,0.04
16528,0.041
16529,0.042
16530,0.044
16531,0.046
16532,0.047
16533,0.048
16534,0.048
16535,0.047
16536,0.045
16537,0.043
16538,0.04
16539,0.034
16540,0.026
16541,0.012
16542,-0.007
16543,-0.032
16544,-0.061
16545,-0.092
16546,-0.124
16547,-0.152
16548,-0.174
16549,-0.187
16550,-0.187
16551,-0.173
16552,-0.145
16553,-0.104
16554,-0.05
16555,0.012
16556,0.078
16557,0.142
16558,0.201
16559,0.248
16560,0.28
16561,0.294
16562,0.288
16563,0.262
16564,0.218
16565,0.158
16566,0.086
16567,0.01
16568,-0.066
16569,-0.132
16570,-0.184
16571,-0.215
16572,-0.224
16573,-0.212
16574,-0.181
16575,-0.139
16576,-0.094
16577,-0.052
16578,-0.02
16579,-0.001
16580,0.003
16581,-0.004
16582,-0.021
16583,-0.042
16584,-0.062
16585,-0.077
16586,-0.084
16587,-0.081
16588,-0.067
16589,-0.043
16590,-0.012
16591,0.022
16592,0.056
16593,0.086
16594,0.11
16595,0.127
16596,0.137
16597,0.142
16598,0.143
16599,0.143
16600,0.144
16601,0.144
16602,0.144
16603,0.141
16604,0.133
16605,0.115
16606,0.087
16607,0.048
16608,-0.001
16609,-0.056
16610,-0.113
16611,-0.168
16612,-0.216
16613,-0.25
16614,-0.267
16615,-0.265
16616,-0.242
16617,-0.203
16618,-0.152
16619,-0.096
16620,-0.041
16621,0.006
